player_id,name,nation,position
player_issa_diop,Issa Diop,FRA,DF
player_emile_smith_rowe,Emile Smith Rowe,ENG,MF
player_antonee_robinson_vice_captain,Antonee Robinson (vice-captain),USA,DF
player_jordan_pickford_3rd_captain,Jordan Pickford (3rd captain),ENG,GK
player_nathan_patterson,Nathan Patterson,SCO,DF
player_michael_keane,Michael Keane,ENG,DF
player_james_tarkowski_vice_captain,James Tarkowski (vice-captain),ENG,DF
player_dwight_mcneil,Dwight McNeil,ENG,FW
player_beto,Beto,GNB,FW
player_iliman_ndiaye,Iliman Ndiaye,SEN,FW
player_thierno_barry,Thierno Barry,FRA,FW
player_mark_travers,Mark Travers,IRL,GK
player_jake_o_brien,Jake O'Brien,IRL,DF
player_vitaliy_mykolenko,Vitaliy Mykolenko,UKR,DF
player_jack_grealish_on_loan_from_manchester_city,Jack Grealish (on loan from Manchester City),ENG,MF
player_tyler_dibling,Tyler Dibling,ENG,FW
player_kiernan_dewsbury_hall,Kiernan Dewsbury-Hall,ENG,MF
player_seamus_coleman_captain,Séamus Coleman (captain),IRL,DF
player_carlos_alcaraz,Carlos Alcaraz,ARG,MF
player_idrissa_gueye,Idrissa Gueye,SEN,MF
player_tom_king,Tom King,WAL,GK
player_jarrad_branthwaite,Jarrad Branthwaite,ENG,DF
player_merlin_rohl_on_loan_from_sc_freiburg,Merlin Röhl (on loan from SC Freiburg),GER,MF
player_james_garner,James Garner,ENG,MF
player_harry_tyrer,Harry Tyrer,ENG,GK
player_adam_aznou,Adam Aznou,MAR,DF
player_tim_iroegbunam,Tim Iroegbunam,ENG,MF
player_dean_henderson,Dean Henderson,ENG,GK
player_daniel_munoz,Daniel Muñoz,COL,DF
player_tyrick_mitchell,Tyrick Mitchell,ENG,DF
player_maxence_lacroix,Maxence Lacroix,FRA,DF
player_marc_guehi_captain,Marc Guéhi (captain),ENG,DF
player_ismaila_sarr,Ismaïla Sarr,SEN,MF
player_jefferson_lerma,Jefferson Lerma,COL,MF
player_eddie_nketiah,Eddie Nketiah,ENG,FW
player_yeremy_pino,Yéremy Pino,ESP,MF
player_christantus_uche_on_loan_from_getafe,Christantus Uche (on loan from Getafe),NGA,MF
player_jean_philippe_mateta,Jean-Philippe Mateta,FRA,FW
player_nathaniel_clyne,Nathaniel Clyne,ENG,DF
player_daichi_kamada,Daichi Kamada,JPN,MF
player_will_hughes,Will Hughes,ENG,MF
player_adam_wharton,Adam Wharton,ENG,MF
player_romain_esse,Romain Esse,ENG,MF
player_jaydee_canvot,Jaydee Canvot,FRA,DF
player_borna_sosa,Borna Sosa,CRO,DF
player_chris_richards,Chris Richards,USA,DF
player_cheick_doucoure,Cheick Doucouré,MLI,MF
player_naouirou_ahamada,Naouirou Ahamada,FRA,MF
player_remi_matthews,Remi Matthews,ENG,GK
player_chadi_riad,Chadi Riad,MAR,DF
player_caleb_kporha,Caleb Kporha,ENG,DF
player_kaden_rodney,Kaden Rodney,ENG,MF
player_walter_benitez,Walter Benítez,ARG,GK
player_justin_devenny,Justin Devenny,NIR,MF
player_rio_cardines,Rio Cardines,TRI,DF
player_robert_sanchez,Robert Sánchez,ESP,GK
player_marc_cucurella,Marc Cucurella,ESP,DF
player_tosin_adarabioyo,Tosin Adarabioyo,ENG,DF
player_benoit_badiashile,Benoît Badiashile,FRA,DF
player_levi_colwill,Levi Colwill,ENG,DF
player_pedro_neto,Pedro Neto,POR,FW
player_enzo_fernandez_vice_captain,Enzo Fernández (vice-captain),ARG,MF
player_liam_delap,Liam Delap,ENG,FW
player_cole_palmer,Cole Palmer,ENG,MF
player_jamie_gittens,Jamie Gittens,ENG,FW
player_filip_jorgensen,Filip Jörgensen,DEN,GK
player_dario_essugo,Dário Essugo,POR,MF
player_andrey_santos,Andrey Santos,BRA,MF
player_joao_pedro,João Pedro,BRA,FW
player_jorrel_hato,Jorrel Hato,NED,DF
player_trevoh_chalobah,Trevoh Chalobah,ENG,DF
player_reece_james_captain,Reece James (captain),ENG,DF
player_moises_caicedo_3rd_captain,Moisés Caicedo (3rd captain),ECU,MF
player_malo_gusto,Malo Gusto,FRA,DF
player_wesley_fofana,Wesley Fofana,FRA,DF
player_tyrique_george,Tyrique George,ENG,FW
player_josh_acheampong,Josh Acheampong,ENG,DF
player_ted_curd,Ted Curd,ENG,GK
player_marc_guiu,Marc Guiu,ESP,FW
player_facundo_buonanotte_on_loan_from_brighton_hove_albion,Facundo Buonanotte (on loan from Brighton & Hove Albion),ARG,MF
player_estevao,Estêvão,BRA,FW
player_gabriel_slonina,Gabriel Slonina,USA,GK
player_romeo_lavia,Roméo Lavia,BEL,MF
player_alejandro_garnacho,Alejandro Garnacho,ARG,FW
player_mykhailo_mudryk,Mykhailo Mudryk,UKR,FW
player_bart_verbruggen,Bart Verbruggen,NED,GK
player_adam_webster,Adam Webster,ENG,DF
player_lewis_dunk_captain,Lewis Dunk (captain),ENG,DF
player_jan_paul_van_hecke,Jan Paul van Hecke,NED,DF
player_solly_march,Solly March,ENG,MF
player_brajan_gruda,Brajan Gruda,GER,MF
player_stefanos_tzimas,Stefanos Tzimas,GRE,FW
player_georginio_rutter,Georginio Rutter,FRA,FW
player_yankuba_minteh,Yankuba Minteh,GAM,MF
player_jack_hinshelwood,Jack Hinshelwood,ENG,MF
player_tom_watson,Tom Watson,ENG,MF
player_carlos_baleba,Carlos Baleba,CMR,MF
player_danny_welbeck,Danny Welbeck,ENG,FW
player_charalampos_kostoulas,Charalampos Kostoulas,GRE,FW
player_james_milner,James Milner,ENG,MF
player_olivier_boscagli,Olivier Boscagli,FRA,DF
player_kaoru_mitoma,Kaoru Mitoma,JPN,MF
player_jason_steele,Jason Steele,ENG,GK
player_ferdi_kadioglu,Ferdi Kadıoğlu,TUR,DF
player_diego_gomez,Diego Gómez,PAR,MF
player_yasin_ayari,Yasin Ayari,SWE,MF
player_mats_wieffer,Mats Wieffer,NED,MF
player_maxim_de_cuyper,Maxim De Cuyper,BEL,DF
player_joel_veltman,Joël Veltman,NED,DF
player_tom_mcgill,Tom McGill,CAN,GK
player_diego_coppola,Diego Coppola,ITA,DF
player_caoimhin_kelleher,Caoimhín Kelleher,IRL,GK
player_aaron_hickey,Aaron Hickey,SCO,DF
player_rico_henry,Rico Henry,ENG,DF
player_sepp_van_den_berg,Sepp van den Berg,NED,DF
player_ethan_pinnock,Ethan Pinnock,JAM,DF
player_jordan_henderson,Jordan Henderson,ENG,MF
player_kevin_schade,Kevin Schade,GER,FW
player_mathias_jensen,Mathias Jensen,DEN,MF
player_igor_thiago,Igor Thiago,BRA,FW
player_reiss_nelson_on_loan_from_arsenal,Reiss Nelson (on loan from Arsenal),ENG,FW
player_hakon_valdimarsson,Hákon Valdimarsson,ISL,GK
player_matthew_cox,Matthew Cox,ENG,GK
player_fabio_carvalho,Fábio Carvalho,POR,MF
player_frank_onyeka,Frank Onyeka,NGA,MF
player_antoni_milambo,Antoni Milambo,NED,MF
player_yehor_yarmolyuk,Yehor Yarmolyuk,UKR,MF
player_dango_ouattara,Dango Ouattara,BFA,FW
player_kristoffer_ajer,Kristoffer Ajer,NOR,DF
player_nathan_collins_captain,Nathan Collins (captain),IRL,DF
player_keane_lewis_potter,Keane Lewis-Potter,ENG,MF
player_mikkel_damsgaard,Mikkel Damsgaard,DEN,MF
player_myles_peart_harris,Myles Peart-Harris,ENG,MF
player_yunus_emre_konak,Yunus Emre Konak,TUR,MF
player_vitaly_janelt,Vitaly Janelt,GER,MF
player_ellery_balcombe,Ellery Balcombe,ENG,GK
player_paris_maghoma,Paris Maghoma,ENG,MF
player_michael_kayode,Michael Kayode,ITA,DF
player_gustavo_nunes,Gustavo Nunes,BRA,FW
player_julian_eyestone,Julian Eyestone,USA,GK
player_benjamin_arthur,Benjamin Arthur,ENG,DF
player_romelle_donovan,Romelle Donovan,ENG,FW
player_alex_palmer,Alex Palmer,ENG,GK
player_harry_clarke,Harry Clarke,ENG,DF
player_leif_davis,Leif Davis,ENG,DF
player_cedric_kipre_on_loan_from_reims,Cédric Kipré (on loan from Reims),CIV,DF
player_azor_matusiwa,Azor Matusiwa,NED,MF
player_wes_burns,Wes Burns,WAL,MF
player_sindre_walle_egeli,Sindre Walle Egeli,NOR,FW
player_george_hirst,George Hirst,SCO,FW
player_jaden_philogene,Jaden Philogene,ENG,FW
player_jens_cajuste_on_loan_from_napoli,Jens Cajuste (on loan from Napoli),SWE,MF
player_jack_taylor,Jack Taylor,IRL,MF
player_ashley_young,Ashley Young,ENG,DF
player_ben_johnson,Ben Johnson,ENG,DF
player_darnell_furlong,Darnell Furlong,ENG,DF
player_kasey_mcateer,Kasey McAteer,IRL,FW
player_conor_townsend,Conor Townsend,ENG,DF
player_sammie_szmodics,Sammie Szmodics,IRL,FW
player_jacob_greaves,Jacob Greaves,ENG,DF
player_elkan_baggott,Elkan Baggott,IDN,DF
player_dara_o_shea_captain,Dara O'Shea (captain),IRL,DF
player_david_button,David Button,ENG,GK
player_christian_walton,Christian Walton,ENG,GK
player_chuba_akpom_on_loan_from_ajax,Chuba Akpom (on loan from Ajax),ENG,FW
player_cameron_humphreys,Cameron Humphreys,ENG,MF
player_ivan_azon_on_loan_from_como,Iván Azón (on loan from Como),ESP,FW
player_marcelino_nunez,Marcelino Núñez,CHI,MF
player_jack_clarke,Jack Clarke,ENG,FW
player_michael_cooper,Michael Cooper,ENG,GK
player_japhet_tanganga_captain,Japhet Tanganga (captain),ENG,DF
player_sam_mccallum,Sam McCallum,ENG,DF
player_ollie_arblaster,Ollie Arblaster,ENG,MF
player_ben_godfrey_on_loan_from_atalanta,Ben Godfrey (on loan from Atalanta),ENG,DF
player_tyler_bindon_on_loan_from_nottingham_forest,Tyler Bindon (on loan from Nottingham Forest),NZL,DF
player_tom_cannon,Tom Cannon,IRL,FW
player_gustavo_hamer,Gustavo Hamer,NED,MF
player_danny_ings,Danny Ings,ENG,FW
player_callum_o_hare,Callum O'Hare,ENG,MF
player_andre_brooks,Andre Brooks,ENG,MF
player_harrison_burrows,Harrison Burrows,ENG,DF
player_ben_mee,Ben Mee,ENG,DF
player_jamie_shackleton,Jamie Shackleton,ENG,DF
player_adam_davies,Adam Davies,WAL,GK
player_djibril_soumare_on_loan_from_braga,Djibril Soumaré (on loan from Braga),SEN,MF
player_chiedozie_ogbene_on_loan_from_ipswich_town,Chiedozie Ogbene (on loan from Ipswich Town),IRL,FW
player_ehije_ukaki,Ehije Ukaki,NGA,MF
player_nils_zatterstrom,Nils Zätterström,SWE,DF
player_tom_davies,Tom Davies,ENG,MF
player_tyrese_campbell,Tyrese Campbell,ENG,FW
player_tahith_chong,Tahith Chong,CUW,MF
player_mark_mcguinness,Mark McGuinness,IRL,DF
player_ryan_one,Ryan Oné,SCO,FW
player_louie_barry_on_loan_from_aston_villa,Louie Barry (on loan from Aston Villa),ENG,FW
player_alex_matos,Alex Matos,ENG,MF
player_sam_curtis,Sam Curtis,IRL,DF
player_luke_faxon,Luke Faxon,ENG,GK
player_mihail_polendakov,Mihail Polendakov,BUL,DF
player_louie_marsh,Louie Marsh,ENG,FW
player_dovydas_sasnauskas,Dovydas Sasnauskas,LTU,DF
player_femi_seriki,Femi Seriki,ENG,DF
player_christian_nwachukwu,Christian Nwachukwu,NGA,MF
player_sydie_peck,Sydie Peck,ENG,MF
player_jairo_riedewald,Jaïro Riedewald,NED,MF
player_sai_sachdev,Sai Sachdev,ENG,DF
player_james_shea,James Shea,ENG,GK
player_reuell_walters,Reuell Walters,ENG,DF
player_kal_naismith_captain,Kal Naismith (captain),SCO,DF
player_mads_andersen,Mads Andersen,DEN,DF
player_millenic_alli,Millenic Alli,IRL,FW
player_liam_walsh,Liam Walsh,ENG,MF
player_jerry_yates,Jerry Yates,ENG,FW
player_elijah_adebayo,Elijah Adebayo,ENG,FW
player_ali_al_hamadi_on_loan_from_ipswich_town,Ali Al-Hamadi (on loan from Ipswich Town),IRQ,FW
player_marvelous_nakamba,Marvelous Nakamba,ZIM,MF
player_shayden_morris,Shayden Morris,ENG,FW
player_teden_mengi,Teden Mengi,ENG,DF
player_hakeem_odoffin,Hakeem Odoffin,ENG,MF
player_nigel_lonwijk_on_loan_from_wolverhampton_wanderers,Nigel Lonwijk (on loan from Wolverhampton Wanderers),NED,DF
player_jordan_clark,Jordan Clark,ENG,MF
player_jacob_brown,Jacob Brown,SCO,FW
player_lasse_nordas,Lasse Nordås,NOR,FW
player_nahki_wells,Nahki Wells,BER,FW
player_lamine_fanne,Lamine Fanne,ESP,MF
player_george_saville,George Saville,NIR,MF
player_josh_keeley,Josh Keeley,IRL,GK
player_isaiah_jones,Isaiah Jones,GUY,FW
player_shandon_baptiste,Shandon Baptiste,GRN,MF
player_jake_richards,Jake Richards,ENG,MF
player_christ_makosso,Christ Makosso,CGO,DF
player_gideon_kodua_on_loan_from_west_ham,Gideon Kodua (on loan from West Ham),ENG,FW
player_joe_gbode,Joe Gbodé,ENG,FW
player_cohen_bramall,Cohen Bramall,ENG,DF
player_zack_nelson,Zack Nelson,ENG,MF
player_joseph_johnson,Joseph Johnson,ENG,DF
player_lucas_thomas,Lucas Thomas,ENG,GK
player_martin_dubravka,Martin Dúbravka,SVK,GK
player_kyle_walker,Kyle Walker,ENG,DF
player_quilindschy_hartman,Quilindschy Hartman,NED,DF
player_joe_worrall,Joe Worrall,ENG,DF
player_maxime_esteve,Maxime Estève,FRA,DF
player_axel_tuanzebe,Axel Tuanzebe,COD,DF
player_jacob_bruun_larsen,Jacob Bruun Larsen,DEN,FW
player_lesley_ugochukwu,Lesley Ugochukwu,FRA,MF
player_lyle_foster,Lyle Foster,RSA,FW
player_marcus_edwards,Marcus Edwards,ENG,FW
player_jaidon_anthony,Jaidon Anthony,ENG,FW
player_bashir_humphreys,Bashir Humphreys,ENG,DF
player_max_weiss,Max Weiß,GER,GK
player_connor_roberts,Connor Roberts,WAL,DF
player_florentino_luis_on_loan_from_benfica,Florentino Luís (on loan from Benfica),POR,MF
player_loum_tchaouna,Loum Tchaouna,FRA,FW
player_hjalmar_ekdal,Hjalmar Ekdal,SWE,DF
player_zian_flemming,Zian Flemming,NED,FW
player_oliver_sonne,Oliver Sonne,PER,DF
player_lucas_pires,Lucas Pires,BRA,DF
player_josh_cullen_captain,Josh Cullen (captain),IRL,MF
player_zeki_amdouni,Zeki Amdouni,SUI,FW
player_armando_broja,Armando Broja,ALB,FW
player_hannibal_mejbri,Hannibal Mejbri,TUN,MF
player_josh_laurent,Josh Laurent,ENG,MF
player_mike_tresor,Mike Trésor,BEL,MF
player_vaclav_hladky,Václav Hladký,CZE,GK
player_jaydon_banel,Jaydon Banel,NED,FW
player_ashley_barnes,Ashley Barnes,ENG,FW
player_jordan_beyer,Jordan Beyer,GER,DF
player_hannes_delcroix,Hannes Delcroix,HAI,DF
player_enock_agyei,Enock Agyei,BEL,FW
player_lucas_perri,Lucas Perri,BRA,GK
player_jayden_bogle,Jayden Bogle,ENG,DF
player_gabriel_gudmundsson,Gabriel Gudmundsson,SWE,DF
player_ethan_ampadu_captain,Ethan Ampadu (captain),WAL,MF
player_pascal_struijk,Pascal Struijk,NED,DF
player_joe_rodon,Joe Rodon,WAL,DF
player_daniel_james,Daniel James,WAL,MF
player_sean_longstaff,Sean Longstaff,ENG,MF
player_dominic_calvert_lewin,Dominic Calvert-Lewin,ENG,FW
player_joel_piroe,Joël Piroe,NED,FW
player_brenden_aaronson,Brenden Aaronson,USA,MF
player_lukas_nmecha,Lukas Nmecha,GER,FW
player_jaka_bijol,Jaka Bijol,SVN,DF
player_illan_meslier,Illan Meslier,FRA,GK
player_anton_stach,Anton Stach,GER,MF
player_noah_okafor,Noah Okafor,SUI,FW
player_jack_harrison,Jack Harrison,ENG,MF
player_alex_cairns,Alex Cairns,ENG,GK
player_ao_tanaka,Ao Tanaka,JPN,MF
player_sebastiaan_bornauw,Sebastiaan Bornauw,BEL,DF
player_james_justin,James Justin,ENG,DF
player_sam_byram,Sam Byram,ENG,DF
player_karl_darlow,Karl Darlow,WAL,GK
player_wilfried_gnonto,Wilfried Gnonto,ITA,FW
player_ilia_gruev,Ilia Gruev,BUL,MF
player_egil_selvik,Egil Selvik,NOR,GK
player_jeremy_ngakia,Jeremy Ngakia,COD,DF
player_max_alleyne_on_loan_from_manchester_city,Max Alleyne (on loan from Manchester City),ENG,DF
player_kevin_keben,Kévin Keben,CMR,DF
player_hector_kyprianou,Hector Kyprianou,CYP,MF
player_mattie_pollock,Mattie Pollock,ENG,DF
player_tom_ince,Tom Ince,ENG,FW
player_giorgi_chakvetadze,Giorgi Chakvetadze,GEO,MF
player_luca_kjerrumgaard_on_loan_from_udinese,Luca Kjerrumgaard (on loan from Udinese),DEN,FW
player_imran_louza_captain,Imran Louza (captain),MAR,MF
player_rocco_vata,Rocco Vata,IRL,FW
player_nathan_baxter,Nathan Baxter,ENG,GK
player_pierre_dwomoh,Pierre Dwomoh,BEL,MF
player_marc_bola,Marc Bola,ENG,DF
player_moussa_sissoko,Moussa Sissoko,FRA,MF
player_vivaldo_semedo,Vivaldo Semedo,POR,FW
player_mamadou_doumbia,Mamadou Doumbia,MLI,FW
player_james_morris,James Morris,ENG,DF
player_nampalys_mendy,Nampalys Mendy,SEN,MF
player_james_abankwah_on_loan_from_udinese,James Abankwah (on loan from Udinese),IRL,DF
player_caleb_wiley_on_loan_from_chelsea,Caleb Wiley (on loan from Chelsea),USA,DF
player_formose_mendy_on_loan_from_lorient,Formose Mendy (on loan from Lorient),SEN,DF
player_jeremy_petris,Jeremy Petris,MTQ,DF
player_kwadwo_baah,Kwadwo Baah,GER,FW
player_edo_kayembe,Edo Kayembe,COD,MF
player_alfie_marriott,Alfie Marriott,ENG,GK
player_othmane_maamma,Othmane Maamma,MAR,FW
player_jack_grieves,Jack Grieves,ENG,MF
player_nestory_irankunda,Nestory Irankunda,AUS,FW
player_vladan_kovacevic,Vladan Kovačević,BIH,GK
player_jack_stacey,Jack Stacey,ENG,DF
player_shane_duffy,Shane Duffy,IRL,DF
player_jakov_medic,Jakov Medić,CRO,DF
player_harry_darling_3rd_captain,Harry Darling (3rd captain),ENG,DF
player_pelle_mattsson,Pelle Mattsson,DEN,MF
player_liam_gibbs,Liam Gibbs,ENG,MF
player_josh_sargent_vice_captain,Josh Sargent (vice-captain),USA,FW
player_matej_jurasek,Matěj Jurásek,CZE,FW
player_emiliano_marcondes,Emiliano Marcondes,DEN,MF
player_ben_chrisene,Ben Chrisene,ENG,DF
player_ruairi_mcconville,Ruairi McConville,NIR,DF
player_jacob_wright,Jacob Wright,ENG,MF
player_ante_crnac,Ante Crnac,CRO,FW
player_forson_amankwah,Forson Amankwah,GHA,MF
player_papa_amadou_diallo,Papa Amadou Diallo,SEN,FW
player_anis_ben_slimane,Anis Ben Slimane,TUN,MF
player_mirko_topic,Mirko Topić,SRB,MF
player_kenny_mclean_captain,Kenny McLean (captain),SCO,MF
player_jovon_makama,Jovon Makama,ENG,FW
player_jeffrey_schlupp,Jeffrey Schlupp,GHA,DF
player_oscar_schwartau,Oscar Schwartau,DEN,MF
player_mathias_kvistgaarden,Mathias Kvistgaarden,DEN,FW
player_louie_moulden,Louie Moulden,ENG,GK
player_daniel_grimshaw,Daniel Grimshaw,ENG,GK
player_jose_cordoba,José Córdoba,PAN,DF
player_kellen_fisher,Kellen Fisher,ENG,DF
player_gabriel_forsyth,Gabriel Forsyth,SCO,MF
player_tony_springett,Tony Springett,IRL,MF
player_elliot_myles,Elliot Myles,WAL,MF
player_lucien_mahovo,Lucien Mahovo,ENG,DF
player_chris_mepham,Chris Mepham,WAL,DF
player_nat_phillips,Nat Phillips,ENG,DF
player_callum_styles,Callum Styles,HUN,MF
player_krystian_bielik,Krystian Bielik,POL,DF
player_george_campbell,George Campbell,USA,DF
player_jed_wallace_captain,Jed Wallace (captain),ENG,FW
player_jayson_molumby,Jayson Molumby,IRL,MF
player_josh_maja,Josh Maja,NGA,FW
player_karlan_grant,Karlan Grant,ENG,FW
player_mikey_johnston,Mikey Johnston,IRL,MF
player_daryl_dike,Daryl Dike,USA,FW
player_toby_collyer_on_loan_from_manchester_united,Toby Collyer (on loan from Manchester United),ENG,MF
player_alfie_gilchrist,Alfie Gilchrist,ENG,DF
player_ousmane_diakite,Ousmane Diakité,MLI,MF
player_aune_heggebo,Aune Heggebø,NOR,FW
player_josh_griffiths,Josh Griffiths,ENG,GK
player_isaac_price,Isaac Price,NIR,MF
player_samuel_iling_junior_on_loan_from_aston_villa,Samuel Iling-Junior (on loan from Aston Villa),ENG,MF
player_joe_wildsmith,Joe Wildsmith,ENG,GK
player_tammer_bany,Tammer Bany,DEN,FW
player_alex_mowatt,Alex Mowatt,ENG,MF
player_charlie_taylor_on_loan_from_southampton,Charlie Taylor (on loan from Southampton),ENG,DF
